onet_soc_code,occupation_title,stem_occupation_types,job_zone,bright_outlook,task_id,task,task_category,importance,task_rank_in_occupation,dwa_id,dwa_title,iwa_id,iwa_title,gwa_id,gwa_title
11-9111.00,Medical and Health Services Managers,Managerial,4,1,54,"Monitor the use of diagnostic services, inpatient beds, facilities, and staff to ensure effective use of resources and assess the need for additional staff, equipment, and services.",Core,78.0,7,4.A.1.a.2.f.1,Monitor performance of organizational members or partners.,4.A.1.a.2.f,Monitor individual behavior or performance.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
11-9111.00,Medical and Health Services Managers,Managerial,4,1,54,"Monitor the use of diagnostic services, inpatient beds, facilities, and staff to ensure effective use of resources and assess the need for additional staff, equipment, and services.",Core,78.0,7,4.A.4.c.3.g.5,Monitor resources.,4.A.4.c.3.g,Monitor resources or inventories.,4.A.4.c.3,Monitoring and Controlling Resources
11-9111.00,Medical and Health Services Managers,Managerial,4,1,48,"Direct or conduct recruitment, hiring, and training of personnel.",Core,77.0,8,4.A.4.b.3.d.16,Conduct employee training programs.,4.A.4.b.3.d,Train others on operational or work procedures.,4.A.4.b.3,Training and Teaching Others
11-9111.00,Medical and Health Services Managers,Managerial,4,1,48,"Direct or conduct recruitment, hiring, and training of personnel.",Core,77.0,8,4.A.4.c.2.a.3,Hire personnel.,4.A.4.c.2.a,Perform recruiting or hiring activities.,4.A.4.c.2,Staffing Organizational Units
11-9111.00,Medical and Health Services Managers,Managerial,4,1,48,"Direct or conduct recruitment, hiring, and training of personnel.",Core,77.0,8,4.A.4.c.2.a.5,Recruit personnel.,4.A.4.c.2.a,Perform recruiting or hiring activities.,4.A.4.c.2,Staffing Organizational Units
11-9111.00,Medical and Health Services Managers,Managerial,4,1,56,"Manage change in integrated health care delivery systems, such as work restructuring, technological innovations, and shifts in the focus of care.",Core,77.0,9,4.A.4.b.4.j.12,"Manage operations, research, or logistics projects.",4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
11-9111.00,Medical and Health Services Managers,Managerial,4,1,53,"Maintain communication between governing boards, medical staff, and department heads by attending board meetings and coordinating interdepartmental functioning.",Core,76.0,10,4.A.4.a.2.c.9,Liaise between departments or other groups to improve function or communication.,4.A.4.a.2.c,Communicate with others about operational plans or activities.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
11-9111.00,Medical and Health Services Managers,Managerial,4,1,47,Establish objectives and evaluative or operational criteria for units managed.,Core,74.0,11,4.A.2.b.2.v.2,Develop organizational goals or objectives.,4.A.2.b.2.v,Develop organizational or program goals or objectives.,4.A.2.b.2,Thinking Creatively
11-9111.00,Medical and Health Services Managers,Managerial,4,1,47,Establish objectives and evaluative or operational criteria for units managed.,Core,74.0,11,4.A.3.b.2.f.13,Develop procedures to evaluate organizational activities.,4.A.3.b.2.f,Develop operational or technical procedures or standards.,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
11-9111.00,Medical and Health Services Managers,Managerial,4,1,50,Develop and implement organizational policies and procedures for the facility or medical unit.,Core,73.0,12,4.A.2.b.1.i.1,Implement organizational process or policy changes.,4.A.2.b.1.i,Implement procedures or processes.,4.A.2.b.1,Making Decisions and Solving Problems
11-9111.00,Medical and Health Services Managers,Managerial,4,1,50,Develop and implement organizational policies and procedures for the facility or medical unit.,Core,73.0,12,4.A.2.b.4.a.1,Develop organizational policies or programs.,4.A.2.b.4.a,"Develop organizational policies, systems, or processes.",4.A.2.b.4,Developing Objectives and Strategies
11-9111.00,Medical and Health Services Managers,Managerial,4,1,50,Develop and implement organizational policies and procedures for the facility or medical unit.,Core,73.0,12,4.A.2.b.4.a.2,"Develop operating strategies, plans, or procedures.",4.A.2.b.4.a,"Develop organizational policies, systems, or processes.",4.A.2.b.4,Developing Objectives and Strategies
11-9111.00,Medical and Health Services Managers,Managerial,4,1,61,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,Core,71.0,13,4.A.1.a.2.b.2,Monitor facilities or operational systems.,4.A.1.a.2.b,Monitor operations to ensure adequate performance.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
11-9111.00,Medical and Health Services Managers,Managerial,4,1,61,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,Core,71.0,13,4.A.2.a.4.c.3,Analyze risks to minimize losses or damages.,4.A.2.a.4.c,Analyze business or financial risks.,4.A.2.a.4,Analyzing Data or Information
11-9111.00,Medical and Health Services Managers,Managerial,4,1,57,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",Core,70.0,14,4.A.3.b.6.o.6,Prepare operational progress or status reports.,4.A.3.b.6.o,Prepare reports of operational or procedural activities.,4.A.3.b.6,Documenting/Recording Information
11-9111.00,Medical and Health Services Managers,Managerial,4,1,60,"Inspect facilities and recommend building or equipment modifications to ensure emergency readiness and compliance to access, safety, and sanitation regulations.",Supplemental,69.0,18,4.A.1.b.2.e.15,Inspect condition or functioning of facilities or equipment.,4.A.1.b.2.e,Inspect facilities or equipment.,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials"
11-9111.00,Medical and Health Services Managers,Managerial,4,1,60,"Inspect facilities and recommend building or equipment modifications to ensure emergency readiness and compliance to access, safety, and sanitation regulations.",Supplemental,69.0,18,4.A.4.b.6.h.4,Advise others on legal or regulatory compliance matters.,4.A.4.b.6.h,Advise others on legal or regulatory matters.,4.A.4.b.6,Providing Consultation and Advice to Others
11-9111.00,Medical and Health Services Managers,Managerial,4,1,62,"Develop or expand and implement medical programs or health services that promote research, rehabilitation, and community health.",Core,68.0,15,4.A.2.b.1.i.1,Implement organizational process or policy changes.,4.A.2.b.1.i,Implement procedures or processes.,4.A.2.b.1,Making Decisions and Solving Problems
11-9111.00,Medical and Health Services Managers,Managerial,4,1,59,"Consult with medical, business, and community groups to discuss service problems, respond to community needs, enhance public relations, coordinate activities and plans, and promote health programs.",Core,63.0,16,4.A.4.b.1.c.6,Coordinate operational activities with external stakeholders.,4.A.4.b.1.c,"Coordinate activities with clients, agencies, or organizations.",4.A.4.b.1,Coordinating the Work and Activities of Others
11-9111.00,Medical and Health Services Managers,Managerial,4,1,63,Develop instructional materials and conduct in-service and community-based educational programs.,Core,60.0,17,4.A.4.b.3.d.16,Conduct employee training programs.,4.A.4.b.3.d,Train others on operational or work procedures.,4.A.4.b.3,Training and Teaching Others
11-9121.00,Natural Sciences Managers,Managerial,5,0,7209,"Hire, supervise, or evaluate engineers, technicians, researchers, or other staff.",Core,83.0,1,4.A.2.a.1.d.4,Evaluate employee performance.,4.A.2.a.1.d,Evaluate personnel capabilities or performance.,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
11-9121.00,Natural Sciences Managers,Managerial,5,0,7209,"Hire, supervise, or evaluate engineers, technicians, researchers, or other staff.",Core,83.0,1,4.A.4.b.4.a.13,Supervise employees.,4.A.4.b.4.a,Supervise personnel activities.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
11-9121.00,Natural Sciences Managers,Managerial,5,0,7209,"Hire, supervise, or evaluate engineers, technicians, researchers, or other staff.",Core,83.0,1,4.A.4.c.2.a.3,Hire personnel.,4.A.4.c.2.a,Perform recruiting or hiring activities.,4.A.4.c.2,Staffing Organizational Units
11-9121.00,Natural Sciences Managers,Managerial,5,0,7207,"Design or coordinate successive phases of problem analysis, solution proposals, or testing.",Core,81.0,2,4.A.2.b.4.a.4,Develop organizational methods or procedures.,4.A.2.b.4.a,"Develop organizational policies, systems, or processes.",4.A.2.b.4,Developing Objectives and Strategies
11-9121.00,Natural Sciences Managers,Managerial,5,0,7207,"Design or coordinate successive phases of problem analysis, solution proposals, or testing.",Core,81.0,2,4.A.4.b.4.j.39,"Direct organizational operations, projects, or services.",4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
11-9121.00,Natural Sciences Managers,Managerial,5,0,7205,"Plan or direct research, development, or production activities.",Core,80.0,3,4.A.2.b.4.a.2,"Develop operating strategies, plans, or procedures.",4.A.2.b.4.a,"Develop organizational policies, systems, or processes.",4.A.2.b.4,Developing Objectives and Strategies
11-9121.00,Natural Sciences Managers,Managerial,5,0,7205,"Plan or direct research, development, or production activities.",Core,80.0,3,4.A.4.b.4.j.12,"Manage operations, research, or logistics projects.",4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
11-9121.00,Natural Sciences Managers,Managerial,5,0,7205,"Plan or direct research, development, or production activities.",Core,80.0,3,4.A.4.b.4.j.39,"Direct organizational operations, projects, or services.",4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
11-9121.00,Natural Sciences Managers,Managerial,5,0,7213,"Provide for stewardship of plant or animal resources or habitats, studying land use, monitoring animal populations, or providing shelter, resources, or medical treatment for animals.",Supplemental,79.0,15,4.A.1.a.2.e.4,Monitor animal behavior or condition.,4.A.1.a.2.e,Monitor health conditions of humans or animals.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
11-9121.00,Natural Sciences Managers,Managerial,5,0,7213,"Provide for stewardship of plant or animal resources or habitats, studying land use, monitoring animal populations, or providing shelter, resources, or medical treatment for animals.",Supplemental,79.0,15,4.A.4.b.6.c.4,Advise others about land management or conservation.,4.A.4.b.6.c,Advise others on environmental sustainability or green practices.,4.A.4.b.6,Providing Consultation and Advice to Others
11-9121.00,Natural Sciences Managers,Managerial,5,0,7208,"Review project activities and prepare and review research, testing, or operational reports.",Core,77.0,4,4.A.2.a.4.g.12,Analyze data to inform operational decisions or activities.,4.A.2.a.4.g,Analyze data to improve operations.,4.A.2.a.4,Analyzing Data or Information
11-9121.00,Natural Sciences Managers,Managerial,5,0,7208,"Review project activities and prepare and review research, testing, or operational reports.",Core,77.0,4,4.A.3.b.6.o.6,Prepare operational progress or status reports.,4.A.3.b.6.o,Prepare reports of operational or procedural activities.,4.A.3.b.6,Documenting/Recording Information
11-9121.00,Natural Sciences Managers,Managerial,5,0,7203,"Confer with scientists, engineers, regulators, or others to plan or review projects or to provide technical assistance.",Core,76.0,5,4.A.4.b.1.c.6,Coordinate operational activities with external stakeholders.,4.A.4.b.1.c,"Coordinate activities with clients, agencies, or organizations.",4.A.4.b.1,Coordinating the Work and Activities of Others
11-9121.00,Natural Sciences Managers,Managerial,5,0,7204,"Develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.",Core,74.0,6,4.A.4.a.1.b.5,Communicate organizational information to customers or other stakeholders.,4.A.4.a.1.b,"Explain regulations, policies, or procedures.",4.A.4.a.1,Interpreting the Meaning of Information for Others
