onet_soc_code,occupation_title,task_id,task,task_category,importance,n_subtasks_scored,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,dominant_verdict
11-9121.02,Water Resource Specialists,15635,"Conduct, or oversee the conduct of, chemical, physical, and biological water quality monitoring or sampling to ensure compliance with water quality standards.",Core,59.0,2,47.0,57.5,41.0,24.0,51.5,65.0,61.0,human_anchored
15-1211.00,Computer Systems Analysts,3464,"Provide staff and users with assistance solving computer-related problems, such as malfunctions and program problems.",Core,76.0,1,55.0,90.0,10.0,40.0,40.0,28.0,30.0,largely_automatable
15-1211.00,Computer Systems Analysts,3465,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",Core,75.0,3,61.3,69.0,19.0,23.3,38.3,36.7,47.3,largely_automatable
15-1211.00,Computer Systems Analysts,3466,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",Core,68.0,1,55.0,95.0,2.0,15.0,50.0,40.0,45.0,augmentable
15-1211.00,Computer Systems Analysts,3467,Confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,Core,52.0,1,20.0,72.0,15.0,78.0,58.0,45.0,50.0,augmentable
15-1211.00,Computer Systems Analysts,3468,Coordinate and link the computer systems within an organization to increase compatibility so that information can be shared.,Core,70.0,1,60.0,75.0,25.0,15.0,40.0,45.0,60.0,augmentable
15-1211.00,Computer Systems Analysts,3469,Consult with management to ensure agreement on system principles.,Core,64.0,1,20.0,72.0,15.0,78.0,58.0,45.0,50.0,augmentable
15-1211.00,Computer Systems Analysts,3470,Expand or modify system to serve new purposes or improve work flow.,Core,62.0,1,45.0,88.0,5.0,10.0,45.0,35.0,45.0,augmentable
15-1211.00,Computer Systems Analysts,3471,"Interview or survey workers, observe job performance, or perform the job to determine what information is processed and how it is processed.",Supplemental,61.0,1,55.0,80.0,10.0,50.0,40.0,15.0,20.0,augmentable
15-1211.00,Computer Systems Analysts,3472,Determine computer software or hardware needed to set up or alter systems.,Core,58.0,1,35.0,80.0,5.0,35.0,60.0,45.0,45.0,augmentable
15-1211.00,Computer Systems Analysts,3473,Train staff and users to work with computer systems and programs.,Core,61.0,1,65.0,92.0,8.0,45.0,20.0,15.0,15.0,largely_automatable
15-1211.00,Computer Systems Analysts,3474,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",Core,65.0,2,33.5,78.5,17.5,36.0,61.5,55.0,56.5,augmentable
15-1211.00,Computer Systems Analysts,3475,Assess the usefulness of pre-developed application packages and adapt them to a user environment.,Core,59.0,2,40.0,88.0,7.5,17.5,52.5,35.0,42.5,augmentable
15-1211.00,Computer Systems Analysts,3476,Define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,Core,52.0,1,62.0,88.0,4.0,15.0,40.0,25.0,30.0,largely_automatable
15-1211.00,Computer Systems Analysts,3477,"Develop, document, and revise system design procedures, test procedures, and quality standards.",Core,55.0,2,43.0,84.0,14.0,20.0,39.0,51.5,50.0,augmentable
15-1211.00,Computer Systems Analysts,3478,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",Supplemental,65.0,1,48.0,85.0,10.0,25.0,62.0,40.0,45.0,augmentable
15-1211.00,Computer Systems Analysts,3479,Recommend new equipment or software packages.,Core,53.0,1,52.0,85.0,12.0,38.0,42.0,30.0,28.0,largely_automatable
15-1211.00,Computer Systems Analysts,3480,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",Core,55.0,1,60.0,92.0,10.0,5.0,30.0,25.0,30.0,largely_automatable
15-1211.00,Computer Systems Analysts,3481,Supervise computer programmers or other systems analysts or serve as project leaders for particular systems projects.,Supplemental,60.0,2,12.5,55.0,11.0,73.5,59.0,74.0,55.0,human_anchored
15-1211.00,Computer Systems Analysts,3482,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",Core,74.0,1,30.0,85.0,8.0,50.0,65.0,45.0,45.0,augmentable
15-1211.00,Computer Systems Analysts,3483,Prepare cost-benefit and return-on-investment analyses to aid in decisions on system implementation.,Supplemental,45.0,1,34.0,80.0,6.0,30.0,72.0,55.0,52.0,augmentable
15-1211.00,Computer Systems Analysts,3484,Specify inputs accessed by the system and plan the distribution and use of the results.,Core,62.0,2,37.5,73.5,21.5,35.0,55.0,40.0,45.0,augmentable
15-1211.00,Computer Systems Analysts,20950,Troubleshoot program and system malfunctions to restore normal functioning.,Core,81.0,1,40.0,85.0,15.0,35.0,60.0,35.0,45.0,augmentable
15-1211.01,Health Informatics Specialists,18088,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",Core,79.0,3,43.0,80.0,11.0,25.0,54.3,48.3,53.3,augmentable
15-1211.01,Health Informatics Specialists,18089,"Disseminate information about nursing informatics science and practice to the profession, other health care professions, nursing students, and the public.",Core,75.0,1,55.0,85.0,20.0,50.0,40.0,35.0,35.0,augmentable
15-1211.01,Health Informatics Specialists,18090,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",Core,95.0,1,50.0,85.0,8.0,45.0,30.0,30.0,30.0,augmentable
15-1211.01,Health Informatics Specialists,18091,"Plan, install, repair, or troubleshoot telehealth technology applications or systems in homes.",Supplemental,44.0,3,60.0,75.0,15.0,29.0,39.3,29.3,35.0,largely_automatable
15-1211.01,Health Informatics Specialists,18092,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,Core,93.0,2,26.0,83.5,8.0,47.5,66.5,60.0,60.0,augmentable
15-1211.01,Health Informatics Specialists,18093,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",Core,79.0,2,28.5,85.0,9.0,35.0,64.0,55.0,57.5,augmentable
15-1211.01,Health Informatics Specialists,18094,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",Core,83.0,1,40.0,82.0,5.0,15.0,60.0,70.0,65.0,augmentable
15-1211.01,Health Informatics Specialists,18095,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",Core,73.0,1,35.0,88.0,10.0,25.0,60.0,35.0,40.0,augmentable
15-1211.01,Health Informatics Specialists,18096,"Apply knowledge of computer science, information science, nursing, and informatics theory to nursing practice, education, administration, or research, in collaboration with other health informatics specialists.",Core,80.0,1,30.0,85.0,8.0,50.0,65.0,45.0,45.0,augmentable
15-1211.01,Health Informatics Specialists,18097,"Develop or implement policies or practices to ensure the privacy, confidentiality, or security of patient information.",Core,86.0,2,33.5,79.0,7.5,36.5,62.5,72.5,75.0,augmentable
15-1211.01,Health Informatics Specialists,18098,"Design, conduct, or provide support to nursing informatics research.",Core,68.0,2,30.0,80.0,21.0,20.0,65.0,48.5,45.0,augmentable
15-1211.01,Health Informatics Specialists,18099,"Develop or deliver training programs for health information technology, creating operating manuals as needed.",Core,68.0,1,65.0,92.0,8.0,45.0,20.0,15.0,15.0,largely_automatable
15-1211.01,Health Informatics Specialists,18100,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",Core,70.0,1,28.0,85.0,10.0,40.0,55.0,45.0,45.0,augmentable
15-1211.01,Health Informatics Specialists,18101,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",Core,81.0,2,52.5,78.5,10.0,12.5,42.5,55.0,50.0,augmentable
15-1211.01,Health Informatics Specialists,18102,"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in informatics.",Core,68.0,1,50.0,92.0,3.0,18.0,55.0,25.0,30.0,augmentable
15-1211.01,Health Informatics Specialists,18103,Provide consultation to nurses regarding hardware or software configuration.,Core,61.0,1,52.0,85.0,12.0,38.0,42.0,30.0,28.0,largely_automatable
15-1211.01,Health Informatics Specialists,18104,"Inform local, state, national, and international health policies related to information management and communication, confidentiality and security, patient safety, infrastructure development, and economics.",Core,67.0,1,30.0,85.0,8.0,50.0,65.0,45.0,45.0,augmentable
15-1212.00,Information Security Analysts,5313,Train users and promote security awareness to ensure system security and to improve server and network efficiency.,Core,70.0,1,65.0,92.0,8.0,45.0,20.0,15.0,15.0,largely_automatable
15-1212.00,Information Security Analysts,5314,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",Core,85.0,1,25.0,88.0,5.0,38.0,60.0,70.0,70.0,augmentable
15-1212.00,Information Security Analysts,5315,"Confer with users to discuss issues such as computer data access needs, security violations, and programming changes.",Core,74.0,2,35.0,80.0,17.5,47.5,55.0,40.0,45.0,augmentable
15-1212.00,Information Security Analysts,5316,Monitor current reports of computer viruses to determine when to update virus protection systems.,Core,81.0,1,50.0,92.0,3.0,18.0,55.0,25.0,30.0,augmentable
15-1212.00,Information Security Analysts,5317,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",Core,78.0,1,42.0,70.0,10.0,35.0,65.0,75.0,80.0,augmentable
15-1212.00,Information Security Analysts,5318,Coordinate implementation of computer system plan with establishment personnel and outside vendors.,Core,72.0,1,25.0,72.0,12.0,80.0,52.0,48.0,40.0,augmentable
15-1212.00,Information Security Analysts,5319,Monitor use of data files and regulate access to safeguard information in computer files.,Core,72.0,1,55.0,80.0,5.0,15.0,60.0,60.0,75.0,augmentable
15-1212.00,Information Security Analysts,5320,Perform risk assessments and execute tests of data processing system to ensure functioning of data processing activities and security measures.,Core,78.0,1,72.0,70.0,15.0,5.0,35.0,35.0,45.0,largely_automatable
15-1212.00,Information Security Analysts,5321,Encrypt data transmissions and erect firewalls to conceal confidential information as it is being transmitted and to keep out tainted digital transfers.,Core,80.0,1,42.0,70.0,10.0,35.0,65.0,75.0,80.0,augmentable
15-1212.00,Information Security Analysts,5322,"Document computer security and emergency measures policies, procedures, and tests.",Core,74.0,1,45.0,88.0,10.0,20.0,30.0,45.0,40.0,augmentable
15-1212.00,Information Security Analysts,5323,Review violations of computer security procedures and discuss procedures with violators to ensure violations are not repeated.,Core,76.0,1,42.0,70.0,10.0,35.0,65.0,75.0,80.0,augmentable
15-1221.00,Computer and Information Research Scientists,14623,Analyze problems to develop solutions involving computer hardware and software.,Core,81.0,1,48.0,85.0,10.0,25.0,62.0,40.0,45.0,augmentable
15-1221.00,Computer and Information Research Scientists,14624,Assign or schedule tasks to meet work priorities and goals.,Core,69.0,1,42.0,65.0,10.0,68.0,42.0,55.0,40.0,augmentable
15-1221.00,Computer and Information Research Scientists,14625,Evaluate project plans and proposals to assess feasibility issues.,Core,62.0,1,18.0,70.0,20.0,30.0,72.0,75.0,70.0,augmentable
15-1221.00,Computer and Information Research Scientists,14626,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",Core,72.0,1,30.0,85.0,8.0,50.0,65.0,45.0,45.0,augmentable
15-1221.00,Computer and Information Research Scientists,14627,"Consult with users, management, vendors, and technicians to determine computing needs and system requirements.",Core,59.0,1,20.0,72.0,15.0,78.0,58.0,45.0,50.0,augmentable
15-1221.00,Computer and Information Research Scientists,14628,"Meet with managers, vendors, and others to solicit cooperation and resolve problems.",Core,66.0,1,30.0,75.0,20.0,60.0,50.0,45.0,45.0,augmentable
15-1221.00,Computer and Information Research Scientists,14629,"Conduct logical analyses of business, scientific, engineering, and other technical problems, formulating mathematical models of problems for solution by computers.",Core,65.0,1,65.0,92.0,3.0,10.0,48.0,30.0,35.0,largely_automatable
