onet_soc_code,title,stem_occupation_types,field,job_zone,total_employment,employment_share,n_tasks,scenario,efficiency,removal_risk,risk_at_stake,reconstitution,training_depth,depth_source,scarcity,isolation,octant,severity,severity_label,trap_score,erosion_risk,willingness_gap
29-9021.00,Health Information Technologists and Medical Registrars,"Research, Development, Design, and Practitioners; Technologists and Technicians",Healthcare Practitioners and Technical,3,38100.0,38100.0,16,extreme,87.5,51.7,49.3,58.1,50.0,job_zone,53.6,85.1,Strategic trap,3,Critical,26.3,19.9,33.3
15-2031.00,Operations Research Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,108510.0,108510.0,17,extreme,100.0,45.5,45.5,57.1,59.0,education,41.1,76.6,Guard the pipeline,2,High,26.0,25.1,42.1
25-1054.00,"Physics Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,13090.0,13090.0,24,extreme,92.2,43.8,42.9,64.4,82.0,education,66.4,17.6,Guard the pipeline,2,High,26.0,19.2,38.1
17-2131.00,Materials Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,22770.0,22770.0,21,extreme,81.7,54.1,55.0,58.9,50.5,education,59.8,78.5,Strategic trap,3,Critical,26.0,9.9,31.3
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,9900.0,9900.0,26,extreme,98.3,42.6,42.3,61.7,74.3,education,69.8,18.0,Guard the pipeline,2,High,25.8,21.8,38.9
15-2051.00,Data Scientists,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,262440.0,87480.0,16,extreme,100.0,42.8,42.8,60.1,75.0,job_zone,30.6,67.3,Guard the pipeline,2,High,25.7,28.8,40.8
25-1052.00,"Chemistry Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,19980.0,19980.0,28,extreme,91.8,44.8,43.9,62.6,78.5,education,61.4,24.4,Guard the pipeline,2,High,25.7,18.5,37.2
17-2081.00,Environmental Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,38340.0,38340.0,29,extreme,86.8,51.9,51.2,57.1,50.2,education,53.6,79.5,Strategic trap,3,Critical,25.7,13.1,36.3
19-3091.00,Anthropologists and Archeologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,8990.0,8990.0,30,extreme,73.4,49.6,51.3,70.0,64.4,education,70.9,82.5,Guard the pipeline,2,High,25.5,0.2,35.3
15-2099.01,Bioinformatics Technicians,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,3720.0,3720.0,19,extreme,94.7,39.5,39.8,67.9,55.2,education,81.5,79.2,Guard the pipeline,2,High,25.4,21.8,35.8
25-1031.00,"Architecture Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,7700.0,7700.0,22,extreme,97.9,43.0,42.6,60.3,69.8,education,72.8,17.6,Guard the pipeline,2,High,25.4,22.5,39.5
25-1042.00,"Biological Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,50190.0,50190.0,27,extreme,93.1,43.5,42.8,62.7,87.1,education,50.3,20.5,Guard the pipeline,2,High,25.4,19.7,39.7
25-1032.00,"Engineering Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,40270.0,40270.0,24,extreme,95.9,43.0,42.2,61.2,82.9,education,53.0,19.1,Guard the pipeline,2,High,25.2,22.2,39.1
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162450.0,81225.0,21,extreme,63.7,72.0,72.5,55.0,57.5,education,36.3,76.9,Strategic trap,3,Critical,25.2,11.3,42.3
15-1212.00,Information Security Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,190650.0,190650.0,11,extreme,100.0,53.1,53.1,47.0,44.3,education,34.4,72.5,Reversible gamble,1,Moderate,25.0,28.8,34.2
17-2171.00,Petroleum Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,18060.0,18060.0,23,extreme,75.8,55.7,55.0,58.7,48.2,education,62.6,79.0,Strategic trap,3,Critical,24.8,6.6,27.8
19-4044.00,Hydrologic Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,2840.0,2840.0,16,extreme,75.0,48.9,53.1,66.7,50.0,job_zone,84.7,81.2,Guard the pipeline,2,High,24.5,2.5,24.0
17-2199.09,Nanosystems Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,5,154070.0,19258.75,25,extreme,73.2,51.6,50.9,64.8,75.5,education,36.9,79.7,Strategic trap,3,Critical,24.5,3.6,32.2
19-2032.00,Materials Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,8470.0,8470.0,16,extreme,76.7,48.8,48.8,65.1,55.3,education,71.6,79.8,Guard the pipeline,2,High,24.4,7.5,30.0
15-1255.00,Web and Digital Interface Designers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,113330.0,56665.0,30,extreme,100.0,37.6,37.6,64.7,75.0,job_zone,40.6,75.1,Guard the pipeline,2,High,24.3,25.1,36.8
17-1012.00,Landscape Architects,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,19600.0,19600.0,19,extreme,86.6,48.2,47.3,58.2,47.7,education,61.6,79.4,Guard the pipeline,2,High,24.3,12.2,36.2
19-4061.00,Social Science Research Assistants,Technologists and Technicians,"Life, Physical, and Social Science",4,30640.0,30640.0,22,extreme,90.8,45.6,45.8,58.2,50.4,education,56.3,80.4,Guard the pipeline,2,High,24.1,19.7,32.8
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,47670.0,47670.0,23,extreme,98.2,43.3,43.0,56.3,72.5,education,51.0,23.9,Guard the pipeline,2,High,23.9,22.1,37.6
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,77960.0,77960.0,29,extreme,96.8,45.4,45.0,54.3,71.8,education,45.1,24.4,Guard the pipeline,2,High,23.9,21.9,41.4
17-2199.10,Wind Energy Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,16,extreme,77.6,60.0,58.9,51.2,49.4,education,36.9,77.2,Strategic trap,3,Critical,23.8,11.8,32.8
19-3092.00,Geographers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,1400.0,1400.0,12,extreme,71.9,44.7,46.1,73.3,60.8,education,93.2,74.9,Guard the pipeline,2,High,23.6,0.0,29.8
17-2199.08,Robotics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,24,extreme,84.8,54.5,53.6,50.9,48.6,education,36.9,77.7,Strategic trap,3,Critical,23.5,8.8,30.7
29-2011.01,Cytogenetic Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,30,extreme,56.8,67.1,73.4,61.3,75.0,job_zone,27.7,77.6,Strategic trap,3,Critical,23.4,0.3,11.1
17-2141.01,Fuel Cell Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,26,extreme,84.6,53.8,54.6,50.8,52.7,education,29.1,78.7,Strategic trap,3,Critical,23.1,9.6,34.5
17-2061.00,Computer Hardware Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,76660.0,76660.0,18,extreme,81.0,51.0,51.9,55.7,53.8,education,45.3,75.9,Strategic trap,3,Critical,23.0,12.6,34.1
15-1243.01,Data Warehousing Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,67140.0,33570.0,18,extreme,100.0,45.2,45.2,50.6,43.0,education,46.9,75.0,Guard the pipeline,2,High,22.9,29.1,40.7
15-1211.01,Health Informatics Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,519530.0,259765.0,17,extreme,100.0,46.7,46.7,49.1,56.0,education,22.4,71.8,Clear win,0,Low,22.9,29.5,43.0
15-1299.07,Blockchain Engineers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,17,extreme,100.0,50.3,50.3,45.5,45.9,education,24.5,76.0,Reversible gamble,1,Moderate,22.9,25.0,35.6
19-2099.01,Remote Sensing Scientists and Technologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,22300.0,22300.0,24,extreme,80.2,48.5,49.4,58.9,49.8,education,60.1,79.8,Guard the pipeline,2,High,22.9,8.7,31.1
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,26,extreme,83.2,58.8,58.7,46.9,46.2,education,26.5,79.2,Reversible gamble,1,Moderate,22.9,14.1,35.6
17-2199.07,Photonics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,26,extreme,81.6,52.7,54.4,53.0,53.1,education,36.9,77.1,Strategic trap,3,Critical,22.8,10.4,33.1
29-9091.00,Athletic Trainers,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,30500.0,30500.0,23,extreme,65.7,58.6,59.4,59.1,52.0,education,56.3,81.0,Strategic trap,3,Critical,22.8,0.0,26.0
29-9099.01,Midwives,"Research, Development, Design, and Practitioners; Technologists and Technicians",Healthcare Practitioners and Technical,5,35010.0,35010.0,36,extreme,57.7,75.2,74.9,52.6,42.9,education,54.7,73.6,Strategic trap,3,Critical,22.8,7.6,33.8
29-2072.00,Medical Records Specialists,Technologists and Technicians,Healthcare Practitioners and Technical,3,194720.0,194720.0,16,extreme,86.1,51.1,48.2,51.5,50.0,job_zone,34.1,81.3,Strategic trap,3,Critical,22.7,21.8,28.6
17-2141.02,Automotive Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,25,extreme,81.2,56.7,55.2,49.4,50.2,education,29.1,77.8,Reversible gamble,1,Moderate,22.7,15.0,38.3
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,35480.0,35480.0,26,extreme,92.0,44.4,42.9,55.2,69.5,education,54.5,20.7,Guard the pipeline,2,High,22.5,20.1,40.3
19-1012.00,Food Scientists and Technologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,13060.0,13060.0,13,extreme,74.8,51.9,50.9,57.1,44.1,education,66.4,75.9,Strategic trap,3,Critical,22.2,2.7,33.0
17-2112.03,Manufacturing Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,24,extreme,89.2,55.0,54.6,45.1,44.2,education,26.6,75.0,Reversible gamble,1,Moderate,22.1,16.1,38.1
15-1241.01,Telecommunications Engineering Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,3,179740.0,89870.0,26,extreme,92.2,46.9,47.2,50.2,50.0,job_zone,35.1,73.6,Guard the pipeline,2,High,21.7,15.2,31.3
11-9121.01,Clinical Research Coordinators,Managerial,Managerial,4,108690.0,36230.0,33,extreme,95.2,48.1,47.5,47.3,39.9,education,41.1,75.2,Clear win,0,Low,21.7,19.5,31.9
29-1291.00,Acupuncturists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,7830.0,7830.0,18,extreme,42.6,74.4,75.6,68.4,62.6,education,72.6,76.8,Protect,2,High,21.7,0.7,32.9
17-2112.00,Industrial Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,20,extreme,90.1,53.9,53.2,44.4,42.4,education,26.6,75.9,Reversible gamble,1,Moderate,21.6,19.7,36.2
19-1031.03,Park Naturalists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,25950.0,8650.0,20,extreme,72.9,40.9,36.3,72.6,75.0,job_zone,58.2,88.1,Guard the pipeline,2,High,21.6,0.0,22.1
15-1243.00,Database Architects,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,67140.0,33570.0,25,extreme,98.0,41.9,41.8,52.3,47.6,education,46.9,72.3,Guard the pipeline,2,High,21.5,26.1,36.4
15-1299.09,Information Technology Project Managers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,21,extreme,90.8,52.4,51.3,45.0,43.2,education,24.5,80.1,Reversible gamble,1,Moderate,21.4,24.7,40.4
17-2072.00,"Electronics Engineers, Except Computer","Research, Development, Design, and Practitioners",Architecture and Engineering,4,96900.0,48450.0,20,extreme,83.9,50.4,50.8,50.7,44.5,education,42.5,78.6,Strategic trap,3,Critical,21.4,11.2,30.1
15-1299.05,Information Security Engineers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,20,extreme,94.6,54.3,53.3,41.5,36.0,education,24.5,81.0,Reversible gamble,1,Moderate,21.3,23.7,38.7
15-1299.02,Geographic Information Systems Technologists and Technicians,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,29,extreme,100.0,36.0,36.0,58.9,75.0,job_zone,24.5,70.4,Guard the pipeline,2,High,21.2,25.8,32.1
15-1241.00,Computer Network Architects,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,179740.0,89870.0,33,extreme,95.9,49.5,49.7,44.7,39.2,education,35.1,72.6,Clear win,0,Low,21.2,19.1,36.0
17-3026.00,Industrial Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,75570.0,37785.0,30,extreme,71.8,54.0,54.6,54.1,50.0,job_zone,45.5,77.4,Strategic trap,3,Critical,21.0,3.2,24.9
15-1244.00,Network and Computer Systems Administrators,"Research, Development, Design, and Practitioners",Computer and Mathematical,3,314340.0,314340.0,20,extreme,93.2,46.9,47.0,47.8,50.0,job_zone,28.4,71.4,Clear win,0,Low,20.9,15.5,24.1
19-2031.00,Chemists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,82770.0,82770.0,12,extreme,66.2,54.0,55.7,58.6,59.5,education,44.4,77.4,Strategic trap,3,Critical,20.9,0.0,24.7
29-1151.00,Nurse Anesthetists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,51840.0,51840.0,24,extreme,41.0,76.6,72.7,66.7,74.9,education,50.0,71.4,Protect,2,High,20.9,0.0,25.9
15-1242.00,Database Administrators,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,69990.0,69990.0,18,extreme,100.0,40.5,40.5,51.3,45.7,education,46.4,72.4,Guard the pipeline,2,High,20.8,25.6,29.6
17-2199.05,Mechatronics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,23,extreme,78.0,57.2,56.5,46.3,40.4,education,36.9,75.1,Reversible gamble,1,Moderate,20.7,11.0,33.5
15-2051.02,Clinical Data Managers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,262440.0,87480.0,21,extreme,97.9,43.5,43.1,47.8,46.5,education,30.6,77.0,Clear win,0,Low,20.4,25.5,38.0
11-3021.00,Computer and Information Systems Managers,Managerial,Managerial,4,670570.0,670570.0,17,extreme,96.8,53.2,53.2,39.6,41.5,education,19.3,65.5,Reversible gamble,1,Moderate,20.4,25.8,43.7
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,16,extreme,69.2,62.1,62.3,47.4,48.0,education,26.5,77.4,Reversible gamble,1,Moderate,20.4,5.6,29.9
17-3013.00,Mechanical Drafters,Technologists and Technicians,Architecture and Engineering,3,39960.0,39960.0,16,extreme,73.8,48.5,47.8,56.5,50.0,job_zone,53.1,78.0,Guard the pipeline,2,High,20.2,7.1,18.9
25-1071.00,"Health Specialties Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,221270.0,221270.0,22,extreme,95.3,43.8,42.9,48.1,70.2,education,32.6,16.3,Clear win,0,Low,20.1,21.2,38.6
15-1299.03,Document Management Specialists,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,23,extreme,100.0,43.3,43.3,46.2,46.2,education,24.5,78.6,Clear win,0,Low,20.0,29.1,35.0
17-3012.00,Electrical and Electronics Drafters,Technologists and Technicians,Architecture and Engineering,3,17920.0,17920.0,30,extreme,77.0,49.7,50.3,51.9,34.9,education,62.7,78.0,Guard the pipeline,2,High,19.9,8.3,26.8
11-9111.00,Medical and Health Services Managers,Managerial,Managerial,4,597080.0,597080.0,18,extreme,88.4,51.5,51.1,43.8,47.4,education,20.7,69.4,Reversible gamble,1,Moderate,19.9,17.6,35.1
17-2071.00,Electrical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,198750.0,198750.0,22,extreme,72.0,56.5,56.2,48.9,45.6,education,33.9,79.5,Reversible gamble,1,Moderate,19.9,5.1,26.7
15-1251.00,Computer Programmers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,92230.0,92230.0,17,extreme,100.0,39.4,39.4,49.9,44.4,education,43.1,73.7,Clear win,0,Low,19.7,23.7,32.1
19-4012.01,Precision Agriculture Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,15130.0,7565.0,22,extreme,80.2,46.8,46.9,52.6,34.6,education,64.7,79.6,Guard the pipeline,2,High,19.7,8.5,25.8
29-1141.01,Acute Care Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,27,extreme,65.3,77.7,76.9,38.1,47.6,education,0.0,71.5,Reversible gamble,1,Moderate,19.3,16.3,39.7
29-2091.00,Orthotists and Prosthetists,Technologists and Technicians,Healthcare Practitioners and Technical,5,9390.0,9390.0,15,extreme,42.4,68.4,69.1,66.2,60.4,education,70.4,74.2,Protect,2,High,19.2,0.0,20.6
17-2121.00,Marine Engineers and Naval Architects,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,8250.0,8250.0,30,extreme,62.8,52.6,51.5,57.9,41.3,education,71.9,78.6,Strategic trap,3,Critical,19.1,3.0,23.9
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Technologists and Technicians,"Life, Physical, and Social Science",4,6980.0,6980.0,29,extreme,55.1,45.9,43.3,75.7,75.0,job_zone,73.9,80.2,Guard the pipeline,2,High,19.1,0.0,9.0
17-3025.00,Environmental Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,4,12190.0,12190.0,23,extreme,64.9,52.0,51.3,56.4,39.9,education,67.3,81.2,Strategic trap,3,Critical,19.0,0.0,16.4
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,95130.0,95130.0,28,extreme,71.8,49.6,51.3,53.2,50.0,job_zone,42.7,76.7,Guard the pipeline,2,High,18.9,2.2,25.6
17-2112.02,Validation Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,21,extreme,76.8,52.4,52.1,46.7,46.2,education,26.6,77.9,Reversible gamble,1,Moderate,18.8,9.2,28.4
